,name,occupation_x,rhodes_scholar,schools,degrees,full_name,DOB,occupation_y,spouses,offspring
1055,Hou Yifan,,2018.0,"Peking University,St Hilda's College, Oxford","MPP,BA",,1994-02-27 00:00:00,,,
1056,Madison Tung,,2019.0,,,,,,,
1057,Klaus Schwab,,,University of Fribourg,,,1938-03-30 00:00:00,World Economic Forum,Hilde Schwab,2
1058,George Soros,,,London School of Economics,"BSc,MSc",György Schwartz,1930-08-12 00:00:00,"Investor, hedge fund manager, author, philanthropist",Susan Weber (historian),"Jonathan Soros,Alexander Soros"
1059,Henry Kissinger,,,Harvard University,"MA,BA",Heinz Alfred Kissinger,1923-05-27 00:00:00,,Nancy Kissinger,2
1060,Dick Cheney,,,"Yale University,University of Wyoming,University of Wisconsin-Madison","MA,BA",Richard Bruce Cheney,1941-01-30 00:00:00,,Lynne Cheney,"Liz Cheney,Mary Cheney"
1061,Brian Deese,,,"Middlebury College,Yale University","JD,BA",Brian Christopher Deese,1978-02-17 00:00:00,,Kara Arsenault,
1062,Dan Quayle,,,"DePauw University,Indiana University, Indianapolis","JD,BA",James Danforth Quayle,1947-02-04 00:00:00,,Marilyn Quayle,Ben Quayle
1063,Condoleezza Rice,,,"University of Denver,University of Notre Dame","MA,BA,PhD",,1954-11-14 00:00:00,,,
1064,Brett Kavanaugh,,,Yale University,"JD,BA",Brett Michael Kavanaugh,1965-02-12 00:00:00,,Ashley Estes Kavanaugh,2
1065,Stephen Breyer,,,"Stanford University,Magdalen College, Oxford,Harvard University","LLB,BA",Stephen Gerald Breyer,1938-08-15 00:00:00,,Joanna Hare,3
1066,Neil Gorsuch,,,"Columbia University,Harvard University,University College, Oxford","JD,DPhil,BA",Neil McGill Gorsuch,1967-08-29 00:00:00,,Louise Burleston,2
1067,Samuel Alito,,,"Princeton University,Yale University","JD,AB",Samuel Anthony Alito Jr.,1950-04-01 00:00:00,,Martha-Ann Bomgardner,2
1068,Sonia Sotomayor,,,"Princeton University,Yale University","JD,AB",Sonia Maria Sotomayor,1954-06-25 00:00:00,,Kevin Noonan,
1069,Clarence Thomas,,,"College of the Holy Cross,Yale University","JD,BA",,1948-06-23 00:00:00,,Ginni Thomas,1
1070,Elena Kagan,,,"Princeton University,Worcester College, Oxford,Harvard University","JD,MPhil,AB",,1960-04-28 00:00:00,,,
1071,Jerome Powell,,,"Princeton University,Georgetown University","JD,AB",Jerome Hayden Powell,1953-02-04 00:00:00,,Elissa Leonard,3
1072,Ben Bernanke,,,"Harvard University,Massachusetts Institute of Technology","AM,AB,PhD",Ben Shalom Bernanke,1953-12-13 00:00:00,,Anna Friedmann,2
1073,Alan Greenspan,,,New York University,"MA,BA,PhD",,1926-03-06 00:00:00,,Andrea Mitchell,
1074,Janet Yellen,,,"Brown University,Yale University","MA,AB,PhD",Janet Louise Yellen,1946-08-13 00:00:00,,George Akerlof,1
1075,John Roberts,,,Harvard University,"JD,AB",John Glover Roberts Jr.,1955-01-27 00:00:00,,Jane Sullivan,2
1076,Amy Coney Barrett,,,"Rhodes College,University of Notre Dame","JD,BA",Amy Vivian Coney,1972-01-28 00:00:00,,Jesse M. Barrett,7
1077,John Tigert,,,"Vanderbilt University,Pembroke College, Oxford","MA,BA",,1882-02-11 00:00:00,,Edith Jackson Bristol,
1078,The Lord Robinson,,,,,Roy Lister Robinson,1883-03-08 00:00:00,,,
1079,Charles Marius Barbeau,,,,,,1883-03-05 00:00:00,"ethnographer,folklorist",,
1080,Kingsley Ogilvie Fairbridge,,,"Exeter College, Oxford",,,1886-05-05 00:00:00,,"Ruby Whitmore, m.1911 until death of Fairbridge 1924",
1081,John Babbitt McNair,,,"University of New Brunswick,Oxford University",,,1889-11-20 00:00:00,,Mary MacGregor Crocket,"3 daughters, 1 son"
1082,Charles Russell Clason,,,"Bates College,Georgetown University,University of Oxford",,,1890-09-03 00:00:00,,,
1083,Eric Valentine Gordon,,,"Victoria College, British Columbia,McGill University,University College, Oxford",,,1896-02-14 00:00:00,,Ida Gordon,4
1084,John Ohleyer Moseley,,,"Rhodes College,Austin College,Southeastern Teachers College,University of Oklahoma,Merton College, Oxford",,John Ohleyer Moseley,1893-10-21 00:00:00,,Marie V. Nichols,1 son
1085,Sir Kenneth Bailey,,,"University of Melbourne,Corpus Christi College, Oxford",,Kenneth Hamilton Bailey,1898-11-03 00:00:00,"Public servant, lawyer",Editha Olga Bailey,Peter Hamilton Bailey
1086,Terence William Leighton MacDermot,,,"McGill University,New College, Oxford",,,1896-09-13 00:00:00,,Elizabeth Savage,Galt MacDermot
1087,Daniel Roland Michener,,,"University of Alberta,Hertford College, Oxford","MA,BA,BCL",,1900-04-19 00:00:00,,Norah Michener,
1088,Arthur Wheen,,,,,,1897-02-09 00:00:00,,,
1089,F. R. Scott,,,"Bishop's University,Magdalen College, Oxford,McGill University",,Francis Reginald Scott,1899-08-01 00:00:00,,Marian Dale Scott,Peter Dale Scott
1090,John Marshall Harlan,,,"Princeton University,New York Law School","LLB,AB",John Marshall Harlan,1899-05-20 00:00:00,,Ethel Andrews,1
1091,John Marshall Harlan,,,Centre College,BA,,1833-06-01 00:00:00,,Malvina Shanklin,"James S. Harlan,John Maynard Harlan"
1092,Sir Vernon Treatt,,,,,,1897-05-15 00:00:00,Politician and lawyer,Dorothy Henderson,
1093,Sir Alan Watt ,,,"University of Sydney,University of Oxford",,Alan Stewart Watt,1901-04-13 00:00:00,"Public servant, diplomat",,John Watt (physicist)
1094,Alan Chester Valentine,,,"Swarthmore College,University of Pennsylvania,Balliol College, Oxford","Balliol College, Oxford,University of Pennsylvania",,1901-02-23 00:00:00,,Lucia Garrison Norton,Annie Laurie Buffinton
1095,Arnold Danford Patrick Heeney,,,"University of Manitoba,Oxford University,McGill University",,,1902-04-05 00:00:00,,,
1096,Norman Alexander Robertson,,,"University of British Columbia,University of Oxford",,,1904-03-04 00:00:00,,,
1097,The Lord Porritt,,,"University of Otago,Magdalen College, Oxford",,,1900-08-10 00:00:00,,,
1098,Sir Reginald Sholl,,,"University of Melbourne,BA,MA",,Reginald Richard Sholl,1902-10-08 00:00:00,"Lawyer, diplomat, commentator",Hazel Ethel Bradshaw,
1099,Sir John Eccles,,,"University of Melbourne,MD,University of Oxford",,John Carew Eccles,1903-01-27 00:00:00,,Irene Frances Miller Eccles,
1100,Sir Roland Wilson,,,"University of Tasmania,University of Oxford,University of Chicago",,,1904-04-07 00:00:00,Public servant,Valeska Thompson (m. 1930–1971; her death),
1101,John Hood ,,,,,John Douglas Lloyd Hood,1904-05-31 00:00:00,Public servant and diplomat,,
1102,Escott Meredith Reid,,,"Trinity College, Toronto,Christ Church, Oxford",,,1905-01-21 00:00:00,Diplomat,Ruth Herriot,Tim Reid (politician)
1103,Sir Hugh Beadle,,,"Cape Town University,The Queen's College, Oxford",,Thomas Hugh William Beadle,1905-02-06 00:00:00,,,
1104,John King Fairbank,,,"Harvard University,Balliol College, Oxford","BA,PhD",,1907-05-24 00:00:00,,Wilma Denion Cannon,2
1105,George F. G. Stanley,,,University of Oxford,,,1907-07-06 00:00:00,,Ruth Stanley,
1106,Franklin Brewster Folsom,,,"University of Colorado Boulder,University of Oxford",,,1907-07-21 00:00:00,Writer,,Two
1107,James Coyne,,,,,James Elliott Coyne,1910-07-17 00:00:00,,,"Susan Coyne,Andrew Coyne"
1108,Evelyn Dennison Hone,,,,,Evelyn Dennison Hone,1911-12-13 00:00:00,,,
1109,W. L. Morton,,,"University of Manitoba,St John's College, Oxford",,,1908-12-13 00:00:00,,,
1110,Wilson Elkins,,,"University of Texas, Austin","MA,BA",Wilson Homer Elkins,1908-07-09 00:00:00,,Dorothy Blackburn ,2
1111,John Francis Leddy,,,,,,1911-04-16 00:00:00,academic,,
1112,Raymond Donald Pruitt,,,,,,1912-02-06 00:00:00,Physician,,
1113,Eugene Theodore Booth,,,,,,1912-09-28 00:00:00,Nuclear physicist,,
1114,Wilbur Roy Jackett,,,,,,1912-06-27 00:00:00,,,
1115,Patrick Duncan McTaggart-Cowan,,,"University of British Columbia,Corpus Christi College, Oxford",,,1912-05-31 00:00:00,,,
1116,Dr. Bill Bradfield,,,"New College, Oxford",,,1910-12-25 00:00:00,,,
1117,Arnold Cantwell Smith,,,,,,1915-01-18 00:00:00,,,
1118,Guy Farmer,,,,,,1912-09-13 00:00:00,Attorney; federal government employee,Rose Marie Smith (divorced);,Guy Otto Farmer Jr.; Mary K. Shaughnessy; Mark M. Farmer; Jane M. Farmer
1119,Sir Richard Luyt,,,"Trinity College, Oxford",,,1915-11-08 00:00:00,,,
1120,Bernard Andrew Monaghan Jr.,,,,,,1916-01-28 00:00:00,,,
1121,Elvis Stahr,,,"University of Kentucky,Merton College, Oxford","BA,BCL",Elvis Jacob Stahr Jr.,1916-03-09 00:00:00,,Dorothy Berkfield,
1122,Walt Rostow,,,"Yale University,Balliol College, Oxford","MA,BA,BLitt,PhD",Walt Whitman Rostow,1916-10-07 00:00:00,,Elspeth Rostow,"Peter Vaughan Rostow, 1 Daughter"
1123,Moses Osbourne Morgan,,,,,,1917-08-28 00:00:00,,,
1124,Albert Edgar Ritchie,,,"Mount Allison University,University of Oxford",BA,,1916-12-20 00:00:00,,,
1125,Morris Berthold Abram,,,,,,1918-06-19 00:00:00,"Lawyer,civil rights activist,University President",Jane Isabella Maguire (1944–1974),
1126,Paul Gérin-Lajoie,,,,,,1920-02-23 00:00:00,,,
1127,(Robert) Gordon Robertson,,,,,,1917-05-19 00:00:00,,,
1128,"John Edwin ""Ted"" Hodgetts",,,,,,1917-05-28 00:00:00,political scientist,,
1129,Fabian Aloysius O'Dea,,,,,,1918-01-20 00:00:00,,Constance Margaret Ewing (1950,
1130,Sir Zelman Cowen,,,,,,1919-10-07 00:00:00,,Anna Wittner,4
1131,Sir Alan Stewart,,,"Massey Agricultural College,University of Oxford","BSc,DPhil,MSc",,1917-12-08 00:00:00,,Joan Sisam,
1132,Alastair William Gillespie,,,,,,1922-05-01 00:00:00,,,2
1133,Paul Bohannan,,,"University of Arizona,Queen's College, Oxford",,,1920-03-05 00:00:00,,,
1134,James McNaughton Hester,,,,,,,,,
1135,Nick Katzenbach,,,"Princeton University,Yale University","LLB,BA",Nicholas deBelleville Katzenbach,1922-01-17 00:00:00,,Lydia King Phelps Stokes,John Katzenbach
1136,Edgar Finley Shannon Jr.,,,"Washington and Lee University,Oxford University",,,1918-06-04 00:00:00,Educator,Eleanor Bosworth (married 1956-1997),3
1137,Ren Potts,,,"The University of Adelaide,Oxford University",,,1925-10-04 00:00:00,,,
1138,Hugh Dunn,,,,,Hugh Alexander Dunn,1923-08-20 00:00:00,"Public servant, diplomat",,
1139,Gérard Vincent La Forest,,,,,,1926-04-01 00:00:00,Lawyer,,
1140,Paul-André Crépeau,,,"University of Ottawa,Université de Montréal,University College, Oxford,University of Paris",,,1926-05-20 00:00:00,,,
1141,Allan Ezra Gotlieb,,,"University of California at Berkeley,University of Oxford,Harvard Law School",,,1928-02-28 00:00:00,,Sondra Gotlieb,3
1142,Arthur Walton Litz,,,,,,,,,
1143,"James ""Si"" Taylor",,,McMaster University,Oxford University,,1930-03-25 00:00:00,diplomat,,
1144,Howard Burnett,,,"Amherst College,Queen's College, Oxford,New York University","MA,BA,PhD",Howard Jerome Burnett,1929-10-14 00:00:00,,,
1145,John Rogers Searle,,,"University of Wisconsin–Madison,Christ Church, Oxford",,,1932-07-31 00:00:00,,,
1146,Hugh Ian Macdonald,,,,,,1929-06-27 00:00:00,,,
1147,The Lord Hoffmann,,,"University of Cape Town,The Queen's College, Oxford",,Leonard Hubert Hoffmann,1934-05-08 00:00:00,Jurist,Gillian Hoffmann,2
1148,Mançur Olson,,,"Harvard University,PhD,University of Oxford,MA,North Dakota State,BA",,Mançur Lloyd Olson Jr.,1932-01-22 00:00:00,,,
1149,Sir Colin Maiden,,,"Auckland University College,Exeter College, Oxford",,Colin James Maiden,1933-05-05 00:00:00,,,
1150,Dr Robert Solomon,,,"University of Sydney,Oxford University,University of Tasmania",,,1931-11-02 00:00:00,Geography lecturer,,
1151,The Lord Steyn,,,"University of Stellenbosch,University College, Oxford",,Johan van Zyl Steyn,1932-08-15 00:00:00,Judge,,
1152,W. Gilbert Strang,,,"Balliol College,Oxford,UCLA",,,1934-11-27 00:00:00,,,
1153,Neil Rudenstine,,,"Princeton University,University of Oxford,Harvard University",,Neil Leon Rudenstine,1935-01-21 00:00:00,,Angelica Zander,3 children
1154,Robert Irwin Rotberg,,,"Oberlin College,B.A.,Oxford University,Ph.D.,Princeton University",,,1935-04-11 00:00:00,,,
1155,L. Yves Fortier,,,"Université de Montréal,McGill University,University of Oxford","BLitt,BA,BCL",Louis Yves Fortier,1935-09-11 00:00:00,"Lawyer, arbitrator and diplomat",Carol Eaton,
1156,Joseph Nye,,,"Princeton University,Exeter College, Oxford,Harvard University","MA,BA,PhD",Joseph Samuel Nye Jr.,1937-01-19 00:00:00,,,
1157,Pete Dawkins,,,"United States Military Academy,Brasenose College, Oxford,Princeton University,United States Military Academy,Brasenose College, Oxford,Princeton University","BSc,BA,MPA,PhD,BSc,BA,MPA,PhD",,1938-03-08 00:00:00,,Mary M. Ourisman,
1158,R. Deane Terrell,,,"University of Adelaide,Oxford University,Australian National University",,,1936-04-22 00:00:00,,,
1159,Dick Celeste,,,Yale University,BA,Richard Frank Celeste,1937-11-11 00:00:00,,Dagmar Braun Celeste,7
1160,Howard Dwayne Graves,,,,,,1939-08-15 00:00:00,,,
1161,David Hargraves Hodgson,,,"Sydney Grammar School,University of Sydney,University of Oxford",,,1939-08-10 00:00:00,"Judge, Lawyer",,
1162,George D.B. Butterfield,,,,,,1939-02-05 00:00:00,,,
1163,Sir David Baragwanath,,,,,William David Baragwanath,1940-08-03 00:00:00,,,
1164,Robin William Boadway,,,"Royal Military College of Canada,University of Oxford,Queen's University",,,1943-06-10 00:00:00,,,
1165,Jim Woolsey,,,"Stanford University,St John's College, Oxford,Yale University","MA,LLB,BA",Robert James Woolsey Jr.,1941-09-21 00:00:00,,Nancye Miller,
1166,William Neil Rowe,,,,,,1942-06-04 00:00:00,,,
1167,Gus Speth,,,"Yale University,Balliol College, Oxford","BLitt,JD,BA",James Gustave Speth,1942-03-04 00:00:00,,,
1168,David Kendall,,,"Wabash College,Yale University,Worcester College, Oxford","JD,BA",David Evan Kendall,1944-05-02 00:00:00,Attorney,Anne (m. 1968),3
1169,Richard Tsien,,,"Massachusetts Institute of Technology,SB,SM,University of Oxford,DPhil",,Richard Winyu Tsien,1945-03-03 00:00:00,,Julia Shiang,3
1170,Dennis Blair,,,"United States Naval Academy,Worcester College, Oxford","BS,MA",Dennis Cutler Blair,1947-02-04 00:00:00,,,
1171,Ronald George Thwaites,,,,,,1945-02-12 00:00:00,,Marcia Veronica Thwaites (née McKenley),7
1172,Jim Fallows,,,Harvard University,BA,James Mackenzie Fallows,1949-08-02 00:00:00,,Deborah Fallows,2
1173,Greg Petsko,,,"Princeton University,Merton College, Oxford","BS,PhD,MS",,1948-08-07 00:00:00,,,
1174,Sir Richard Trainor,,,"Brown University,Princeton University,Merton College, Oxford,Nuffield College, Oxford",,,1948-12-31 00:00:00,,Marguerite Dupree,2
1175,Jonathan Michael Borwein,,,,,,1951-05-20 00:00:00,,,
1176,Frank Raines,,,Harvard University,"JD,BA",Franklin Delano Raines,1949-01-14 00:00:00,,,
1177,Sir Peter Gross,,,,,,1952-02-13 00:00:00,,,
1178,Sir David Skegg,,,"University of Otago,University of Oxford,Balliol College",,David Christopher Graham Skegg,1947-12-16 00:00:00,,,
1179,Nicholas W. Allard,,,"Princeton University,Oxford University,Yale Law School",,,1952-10-04 00:00:00,,,
1180,Scott Matheson,,,"Stanford University,Magdalen College, Oxford,Yale University","MA,JD,BA",Scott Milne Matheson III,1953-07-15 00:00:00,,,
1181,Sir John Hood,,,"University of Auckland,Worcester College, Oxford",,John Antony Hood,1952-01-02 00:00:00,,,
1182,Michael L'Estrange,,,"University of Sydney,Worcester College, Oxford,Georgetown University,University of California, Berkeley",,Michael Gerard L'Estrange,1952-10-12 00:00:00,diplomat,,
1183,Randall L. Kennedy,,,"Princeton University,Yale Law School",University of Oxford,Randall LeRoy Kennedy,1954-09-10 00:00:00,Author,"Yvedt Matory, 1986–2005",
1184,Evelyn O'Callaghan,,,"University College Cork,Wolfson College, Oxford,MLitt,University of the West Indies,PhD",,,1954-09-20 00:00:00,,,
1185,Ann Marie Olivarius,,,"Yale University,Somerville College, Oxford",,,1955-02-19 00:00:00,"Chair of the Executive Committee, McAllister Olivarius",Jef McAllister,"2 daughters, 1 son"
1186,Virginia Seitz,,,"Duke University,BA,University at Buffalo","JD,BA",,1956-08-01 00:00:00,,,
1187,Nancy-Ann DeParle,,,"University of Tennessee, Knoxville,Balliol College, Oxford,Harvard University","JD,BA",Nancy-Ann Min,1956-12-17 00:00:00,,,
1188,James E.K. Hildreth,,,"Harvard University,Oxford University,Johns Hopkins School of Medicine",,James Earl Hildreth,1956-12-27 00:00:00,,Phyllis King ,
1189,David Naylor,,,"University of Toronto,University of Oxford","DPhil,MD",Christopher David Naylor,1954-10-26 00:00:00,,,
1190,John McCall MacBain,,,"McGill University,Wadham College, Oxford,Harvard University",,,,"Businessman, philanthropist",,
1191,Adam Ward Rome,,,"Yale University,University of Kansas ",,,1970-11-13 00:00:00,,,
1192,Daniel Esty,,,"Harvard University,Balliol College, Oxford,Yale University","JD,BA,MPhil",,1959-06-06 00:00:00,,Elizabeth Esty,3
1193,Christopher L. Eisgruber,,,"Princeton University,University College, Oxford,University of Chicago","JD,AB,MLitt",Christopher Ludwig Eisgruber,1961-09-24 00:00:00,,Lori Martin,Danny
1194,Christopher Murray,,,,,,,,,
1195,Raymond Lim Siang Keat,,,"University of Adelaide,Balliol College, Oxford,King's College, Cambridge",,,1959-06-24 00:00:00,,,
1196,Dan Porterfield,,,"Georgetown University,Hertford College, Oxford,City University of New York","MA,BA,PhD",,1961-08-19 00:00:00,,,
1197,Elizabeth Cousens,,,,,,,UN Foundation,,
1198,Jim Collins,,,"University of Oxford,Holy Cross,BA",,,1965-06-26 00:00:00,,,
1199,Peter Henry,,,"University of North Carolina, Chapel Hill,St Catherine's College, Oxford,Massachusetts Institute of Technology","BA,PhD",,1969-07-30 00:00:00,,,
1200,Tracy S. Robinson,,,"Oxford University,Yale University",,,,Inter-American Commission on Human Rights,,
1201,Cristina Rodríguez,,,"Yale University,St John's College, Oxford","JD,BA,MLitt",,1973-02-03 00:00:00,,,
1202,Jennifer Michelle Harris,,,Yale Law School,,,,Senior Fellow at William and Flora Hewlett Foundation,Alexander Jacob Post,
1203,Catherine J. Frieman,,,"Yale University,University of Oxford",,,,Archaeologist,,
1204,Atishi Singh,,,"Delhi University,University of Oxford","MA,BA",,1981-06-08 00:00:00,,,
1205,Léo Bureau-Blouin,,,,,,1991-12-17 00:00:00,,,
1206,James Madison,,,,,,1751-03-16 00:00:00,,Dolley Madison,
1207,William Henry Harrison,,,"Hampden–Sydney College,University of Pennsylvania",,,1773-02-09 00:00:00,,Anna Harrison,John Scott Harrison
1208,Millard Fillmore,,,,,,1800-01-07 00:00:00,,"Abigail Fillmore,Caroline C. Fillmore","Millard Powers Fillmore,Mary Abigail Fillmore"
1209,Franklin Pierce,,,"Bowdoin College,Northampton Law School",,,1804-11-23 00:00:00,,Jane Pierce,3
1210,John Tyler,,,College of William & Mary,,,1790-03-29 00:00:00,,"Letitia Christian Tyler,Julia Gardiner Tyler","Letitia Semple,Robert Tyler (Confederate Register of the Treasury),David Gardiner Tyler,John Alexander Tyler,Lyon Gardiner Tyler"
1211,Chester A. Arthur,,,Union College,BA,Chester Alan Arthur,1829-10-05 00:00:00,,Nell Arthur,Chester Alan Arthur II
1212,William McKinley,,,"Allegheny College,Mount Union College,Albany Law School",,William McKinley Jr.,1843-01-29 00:00:00,,Ida Saxton McKinley,2
1213,Jimmy Carter,,,United States Naval Academy,BS,James Earl Carter Jr.,1924-10-01 00:00:00,,Rosalynn Carter,"Jack Carter (politician),Amy Carter"
1214,Lyudmila Ocheretnaya,,,Leningrad State University,,Lyudmila Aleksandrovna Shkrebneva,1958-01-06 00:00:00,,Vladimir Putin,"Maria Vorontsova,Katerina Tikhonova"
1215,Priscilla Chan,,,"Harvard University,University of California, San Francisco","SB,MD",,1985-02-24 00:00:00,"Pediatrician,Philanthropist",Mark Zuckerberg,2
1216,Sophie Grégoire Trudeau,,,"McGill University,Université de Montréal,BA",,Sophie Grégoire,1975-04-24 00:00:00,Media personality,Justin Trudeau,3
1217,Doug Emhoff,,,"California State University, Northridge,University of Southern,California","JD,BA",Douglas Craig Emhoff,1964-10-13 00:00:00,,"Kerstin Emhoff,Kamala Harris",Ella Emhoff
1218,Marilyn Quayle,,,"Purdue University, West Lafayette,Indiana University, Indianapolis","JD,BA",Marilyn Tucker,1949-07-29 00:00:00,,Dan Quayle,Ben Quayle
1219,Nancy Kissinger,,,Mount Holyoke College,Harvard University,Nancy Sharon Maginnes,1934-04-13 00:00:00,Philanthropist,Henry Kissinger,
1220,Lynne Cheney,,,"Colorado College,University of Colorado, Boulder,University of Wisconsin, Madison","MA,BA,PhD",Lynne Ann Vincent,1941-08-14 00:00:00,,Dick Cheney,"Liz Cheney,Mary Cheney"
1221,Laura Bush,,,"Southern Methodist University,University of Texas at Austin","BS,MS",Laura Lane Welch,1946-11-04 00:00:00,,George W. Bush,"Barbara Bush (born 1981),Jenna Bush Hager"
1222,Ashley Estes Kavanaugh,,,University of Texas at Austin,BA,Ashley Jean Estes,1974-11-04 00:00:00,,Brett Kavanaugh,2
1223,Peng Liyuan,,,China Conservatory of Music,,,1962-11-20 00:00:00,"Singer,Professor,vocal music",Xi Jinping,Xi Mingze
1224,Melinda French Gates,,,Duke University,"BA,MBA",Melinda Ann French,1964-08-15 00:00:00,Bill & Melinda Gates Foundation,Bill Gates,3
1225,Andrea Mitchell,,,University of Pennsylvania,,,1946-10-30 00:00:00,News anchor,Alan Greenspan,
1226,George Akerlof,,,"Yale University,B.A,Massachusetts Institute of Technology,Ph.D",,George Arthur Akerlof,1940-06-17 00:00:00,,Janet Yellen,1
1227,Mary Herring,,,,,Mary Ranken Lyle,1895-03-31 00:00:00,Physician,Edmund Herring,
1228,Edna Swithenbank Manley,,,,,,1900-02-28 00:00:00,,Norman Manley,"Douglas Manley,Michael Manley"
1229,Editha Bailey,,,,,Edith Olga Yseult,1903-07-03 00:00:00,,,
1230,Evelyn Lett,,,,,Evelyn Story,1896-10-17 00:00:00,,Sherwood Lett,
1231,Marian Dale Scott,,,"École des beaux-arts de Montréal,Slade School of Art",,Marian Mildred Dale,1906-06-26 00:00:00,,F. R. Scott,
1232,Virginia Foster Durr,,,,,,1903-08-06 00:00:00,,Clifford Durr,
1233,Fay Wray,,,,,Vina Fay Wray,1907-09-15 00:00:00,Actress,"John Monk Saunders,Robert Riskin",Victoria Riskin
1234,Harriet Mayor Fulbright,,,,,Harriet Anna Mayor,1933-12-13 00:00:00,Executive,,
1235,Myrna Loy,,,,,Myrna Adele Williams,1905-08-02 00:00:00,Actress,"Arthur Hornblow Jr.,Gene Markey,Howland H. Sargeant",
1236,Louise Allbritton,,,University of Oklahoma,,,1920-07-03 00:00:00,Actress,Charles Collingwood (journalist),
1237,Geills Turner,,,"McGill University,Harvard Business School",,Geills McCrae Kilgour,1937-12-23 00:00:00,,John Turner,4
1238,Sally Brophy,,,,,Sally Cullen Brophy,1928-12-14 00:00:00,,George Goodman,2
1239,Mary Ourisman,,,"University of Texas, Austin",BS,Mary Martin,1946-02-27 00:00:00,,Pete Dawkins,
1240,Blanche d'Alpuget,,,"SCEGGS Darlinghurst,University of Sydney",,,1944-01-03 00:00:00,"Biographer,novelist,activist",,1
1241,Dagmar Braun Celeste,,,Methodist Theological School in Ohio,M.A.,Dagmar Ingrid Braun,1941-11-23 00:00:00,,Dick Celeste,6
1242,Hazel Hawke,,,,,Hazel Susan Masterson,1929-07-20 00:00:00,,Bob Hawke,4
1243,Meg Whitman,,,"Princeton University,Harvard University","MBA,AB",Margaret Cushing Whitman,1956-08-04 00:00:00,,Griffith R. Harsh,2
1244,Michelle Gordon,,,University of Western Australia,,Michelle Marjorie Gordon,1964-11-19 00:00:00,,Kenneth Hayne,James Hayne
1245,Isher Judge Ahluwalia,,,"University of Calcutta,Delhi School of Economics,Massachusetts Institute of Technology",,,1945-10-01 00:00:00,,Montek Singh Ahluwalia,
1246,Utsa Patnaik,,,"University of Delhi,Somerville College, Oxford",,,,,Prabhat Patnaik,
1247,Kathy Lette,,,,,,1958-11-11 00:00:00,Author,"Kim Williams (media executive),Geoffrey Robertson",Julius Robertson
1248,Deborah Fallows,,,"Harvard University,University of Texas",,,,"Writer, linguist",,2
1249,A. Clayton Spencer,,,"Williams College,University of Oxford,Harvard University,Yale University","MA,JD,BA",Ava Clayton Spencer,1954-12-15 00:00:00,,Ash Carter,2
1250,Jef McAllister,,,,,J.F.O. McAllister,1956-02-13 00:00:00,"McAllister Olivarius,Journalist",,
1251,Lucy Turnbull,,,"University of Sydney,University of New South Wales",,Lucinda Mary Hughes,1958-03-30 00:00:00,,Malcolm Turnbull,2
1252,Sheryl WuDunn,,,"Cornell University,[2],Harvard Business School,Princeton University",,,1959-11-16 00:00:00,"Writer, journalist, lecturer, business executive",Nicholas D. Kristof,
1253,Tom Conroy,,,"Yale University,Johns Hopkins University,Boston University","MA,BA,MBA",,1962-07-07 00:00:00,,Sarah Sewall,4
1254,Melanie Verwoerd,,,,,Melanie Fourie,1967-04-18 00:00:00,Political analyst,,2
1255,Margie Abbott,,,Wellington Teachers College,,Margaret Veronica Aitken,1958-02-01 00:00:00,"Schoolteacher, businesswoman",Tony Abbott,
1256,Rajdeep Sardesai,,,"St. Xavier's College, Mumbai,University College, Oxford","M.A,B.A",Rajdeep Dilip Sardesai,1965-05-24 00:00:00,"Journalist,News presenter,[2]",Sagarika Ghose,2
1257,Sheena Chestnut Greitens,,,"Stanford University,St Antony's College, Oxford,Harvard University","BA,MPhil,PhD",Sheena Elise Chestnut,1982-11-23 00:00:00,,Eric Greitens,2
1258,Martha Jefferson,,,,,Martha Wayles,1748-10-30 00:00:00,,Thomas Jefferson,"Martha Jefferson Randolph,Mary Jefferson Eppes"
1259,Abigail Adams,,,,,Abigail Smith,1744-11-11 00:00:00,,John Adams,"Abigail Adams Smith,John Quincy Adams,Charles Adams (1770%E2%80%931800),Thomas Boylston Adams (1772%E2%80%931832)"
1260,Martha Washington,,,,,Martha Dandridge,1731-06-02 00:00:00,,"Daniel Parke Custis,George Washington","John Parke Custis,Martha %22Patsy%22 Parke Custis"
1261,Dolley Madison,,,,,Dolley Payne,1768-05-20 00:00:00,,James Madison,John Payne Todd
1262,Anna Harrison,,,,,Anna Tuthill Symmes,1775-07-25 00:00:00,,William Henry Harrison,John Scott Harrison
1263,Elizabeth Monroe,,,,,Elizabeth Kortright,1768-06-30 00:00:00,,James Monroe,"Eliza Monroe Hay,Maria Hester Monroe Gouverneur"
1264,Margaret Taylor,,,,,Margaret Mackall Smith,1788-09-21 00:00:00,,Zachary Taylor,"Sarah Knox Taylor,Mary Elizabeth Bliss,Richard Taylor (Confederate general)"
1265,Letitia Christian Tyler,,,,,Letitia Christian,1790-11-12 00:00:00,,John Tyler,"Robert Tyler (Confederate Register of the Treasury),Letitia Semple,Tazewell Tyler"
1266,Louisa Adams,,,,,Louisa Catherine Johnson,1775-02-12 00:00:00,,John Quincy Adams,"George Washington Adams,John Adams II,Charles Francis Adams Sr."
1267,Rachel Jackson,,,,,Rachel Donelson,1767-06-15 00:00:00,,Andrew Jackson,
1268,Abigail Fillmore,,,,,Abigail Powers,1798-03-13 00:00:00,,Millard Fillmore,"Millard Powers Fillmore,Mary Abigail Fillmore"
