,name,full_name,born,died
32821,Milton Young,Milton Ruben Young,1897-12-06 00:00:00,"May 31, 1983"
32822,Milton S. Robinson,,1832-04-20 00:00:00,"July 28, 1892"
32823,Milton Zaagman,,1926-03-28 00:00:00,"February 3, 2012"
32824,Milward Simpson,Milward Lee Simpson,1897-11-12 00:00:00,"June 10, 1993"
32825,Milward Simpson,Milward Lee Simpson,1897-11-12 00:00:00,"June 10, 1993"
32828,Mimi Lee,Mathilde Boal,"May 1, 1920","August 9, 2011"
32835,Miner Gibbs Norton,,1857-05-11 00:00:00,"September 7, 1926"
32837,Minnie Marx,Miene Schönberg,1864-11-09 00:00:00,13 September 1929
32838,Minnie Lansbury,Minnie Glassman,England,1 January 1922
32840,Mino Martinazzoli,Fermo Martinazzoli,1931-11-30 00:00:00,4 September 2011
32841,Minus Polak,,1928-05-12 00:00:00,4 February 2014
32843,Mir Hazar Khan Khoso,میر ہزار خان کھوسو,1929-09-30 00:00:00,26 June 2021
32847,Mira Edgerly-Korzybska,Mira Edgerly,1872-01-18 00:00:00,"July 13, 1954"
32848,Mirabeau B. Lamar,,1798-08-16 00:00:00,"December 25, 1859"
32850,Miranda Myrat,,1906-01-12 00:00:00,27 January 1994
32852,Miriam Ferguson,Miriam Amanda Wallace,1875-06-13 00:00:00,"June 25, 1961"
32858,Miriam Marx,,1927-05-19 00:00:00,"June 29, 2017"
32862,Mirza Hashem Amoli Larijani ,Hashem Ardeshir Larijani,26 February 1899,25 February 1993
32870,Mitchell Harry Cohen,Mitchell Harry Cohen,1904-09-11 00:00:00,"January 7, 1991"
32871,Mitchell Jenkins,,1896-01-24 00:00:00,"September 15, 1977"
32873,Mitchell P. Kobelinski,,1928-08-01 00:00:00,"November 7, 1997"
32874,Mitchell May,,1870-07-10 00:00:00,"March 24, 1961"
32876,Mitchell Wesley Melton,,1943-04-06 00:00:00,"March 11, 2013"
32878,Mitchell Sharp,Mitchell William Sharp,1911-05-11 00:00:00,"March 19, 2004"
32880,Mitchell Van Yahres,Mitchell Van Yahres,1926-10-21 00:00:00,"February 8, 2008"
32881,,,1878-11-18 00:00:00,"November 28, 1941"
32884,Mo Mowlam,Marjorie Mowlam,1949-09-18 00:00:00,19 August 2005
32885,Mizanur Rahman Khan Dipu,,6 November 1964,21 December 2013
32886,Mo Udall,Morris King Udall,1922-06-15 00:00:00,", U.S."
32891,Mohamed Boudiaf,,1919-06-23 00:00:00,"June 29, 1992"
32892,Mohamed Khemisti,,1930-08-11 00:00:00,5 May 1963
32894,Mohamed Hussein Tantawi ,,1935-10-31 00:00:00,21 September 2021
32897,Mohamed Lamari,,1939-06-07 00:00:00,13 February 2012
32901,Mohammad-Reza Mahdavi Kani,,1931-08-06 00:00:00,21 October 2014
32903,Mohammad Afzal Cheema,,1 January 1913,4 August 2008
32905,Mohammad Ahmadian,,1956,18 October 2019
32908,Mohammad-Ali Rajai,,1933-06-15 00:00:00,30 August 1981
32914,Mohammad Mohammadullah,মোহাম্মদ মুহম্মদুল্লাহ,1921-10-21 00:00:00,12 November 1999
32916,Mohammad Reyshahri,Mohammad Mohammadi-Nik,29 October 1946,21 March 2022
32927,Mohammad Yazdi,,1931-07-02 00:00:00,9 December 2020
32929,Mohammed Balarabe Haladu,,1944,28 June 1998
32930,Mohammad Usman,,1884,1960
32934,Mohammed Alabi Lawal,,24 January 1946,15 November 2006
32935,Mohammed Goni,,1942,"29 April 2020 (aged 78.) Maiduguri, Borno."
32936,Mohammed Inuwa Wushishi,,1940-01-01 00:00:00,4 December 2021
32937,Mohammed Lawal Rafindadi,,1934,2007 (aged 72–73)
32941,Mohammed Nasim,মোহাম্মদ নাসিম,1948-04-02 00:00:00,13 June 2020
32946,Mohamed Seddik Benyahia,,"January 30, 1932","May 3, 1982"
32951,Major Mojisola Adekunle-Obasanjo,Mojisola Adekunle,1944-08-10 00:00:00,"June 4, 2009"
32955,Mollie Tripe,Mary Elizabeth Richardson,1870-09-14 00:00:00,21 September 1939
32959,Molly Geertsema,Willem Jacob Geertsema II,1918-10-18 00:00:00,27 June 1991
32962,Mona Røkke,Mona Scobie Røkke,1940-03-03 00:00:00,13 July 2013
32969,Moncrieff J. Spear,,1921-09-24 00:00:00,"October 22, 2016"
32970,Monica Brewster,Monica Romaine Govett,1886-02-10 00:00:00,13 December 1973
32985,Monroe G. McKay,Monroe Gunn McKay,1928-05-30 00:00:00,"March 28, 2020"
32986,Monrad Wallgren,Monrad Charles Wallgren,1891-04-17 00:00:00,"September 18, 1961"
32988,Monroe Hayward,Monroe Leland Hayward,1840-12-22 00:00:00,"December 5, 1899"
32989,Monroe Heath,,"March 27, 1827","October 21, 1894"
32990,Monroe Hayward,Monroe Leland Hayward,1840-12-22 00:00:00,"December 5, 1899"
32991,Monroe Jay Lustbader,,1931-01-15 00:00:00,"March 16, 1996"
32992,Monroe Hayward,Monroe Leland Hayward,1840-12-22 00:00:00,"December 5, 1899"
32994,Monroe Mark Friedman,Monroe Mark Friedman,1895-10-10 00:00:00,"November 12, 1978"
32995,Sir Montagu Butler,Montagu Sherard Dawes Butler,1873-05-19 00:00:00,7 November 1952
32996,Montagu Porch,Montagu Phippen Porch,1877-03-15 00:00:00,8 November 1964
32997,Montague Browne,Henry Montague Browne,1799-10-03 00:00:00,24 November 1884
32998,Michel de Montaigne,Michel de Montaigne,28 February 1533,13 September 1592
33001,Montesquieu,,18 January 1689,10 February 1755
33002,Monteagle Stearns,,1924-12-05 00:00:00,"May 14, 2016"
33003,Montgomery Oliver Koelsch,Montgomery Oliver Koelsch,1912-03-05 00:00:00,"September 1, 1992"
33004,Montgomery Clift,Edward Montgomery Clift,1920-10-17 00:00:00,"July 23, 1966"
33005,Montgomery M. Cothren,,1819-09-18 00:00:00,"October 27, 1888"
33006,Montgomery Schuyler Jr.,,1877-09-02 00:00:00,"November 1, 1955"
33007,Montgomery Schuyler,,1843-08-19 00:00:00,"July 16, 1914"
33008,Montfort Stokes,,1762-03-12 00:00:00,"November 4, 1842"
33009,Montgomery Blair,,1813-05-10 00:00:00,"July 27, 1883"
33015,Mordecai Lincoln,,1771,1830 (aged 59)
33016,Morell Edward Sharp,Morell Edward Sharp,1920-09-12 00:00:00,"October 19, 1980"
33019,Morey Leonard Sear,Morey Leonard Sear,1929-02-26 00:00:00,"September 6, 2004"
33021,Morgan Cassius Fitzpatrick,,"October 29, 1868","June 25, 1908"
33022,Morgan Belmont,,1892-03-19 00:00:00,"September 17, 1953"
33023,Morgan Dix,,1827-11-01 00:00:00,"April 29, 1908"
33024,Morgan Calvin Hamilton,,1809-02-25 00:00:00,"November 21, 1893"
33026,Morgan Bulkeley,Morgan Gardner Bulkeley,1837-12-26 00:00:00,"November 6, 1922"
33027,Morgan Dennis Ford,Morgan Dennis Ford,1911-09-08 00:00:00,"January 2, 1992"
33028,Morgan F. Murphy,Morgan Francis Murphy,1932-04-16 00:00:00,"March 4, 2016"
33029,Morgan G. Sanders,Morgan Gurley Sanders,1878-07-14 00:00:00,"January 7, 1956"
33030,Morgan Foster Larson,,1882-06-15 00:00:00,"March 21, 1961"
33031,Morgan Jones,,1830-02-26 00:00:00,"July 13, 1894"
33032,Morgan Keaton,,1891-10-21 00:00:00,"May 11, 1981"
33035,Morgan Martin,Morgan Lewis Martin,1805-03-31 00:00:00,", U.S."
33037,Morgan Lewis,,1754-10-16 00:00:00,"April 7, 1844"
33038,Morgan Martin,Morgan Lewis Martin,1805-03-31 00:00:00,", U.S."
33039,Morgan Morgans,,1806-10-23 00:00:00,"May 20, 1889"
33040,Morgan M. Moulder,,1904-08-31 00:00:00,"November 12, 1976"
33042,Morgan Stanislaus Grace,,1837-02-28 00:00:00,19 April 1903
33045,Moritz Lazarus,,1824-09-15 00:00:00,13 April 1903
33046,Moritz Schlick,Friedrich Albert Moritz Schlick,14 April 1882,22 June 1936
33047,Morley Griswold,Morley Isaac Griswold,1890-10-10 00:00:00,"October 3, 1951"
33048,Morris Boyd,,1905-09-06 00:00:00,"February 10, 1986"
33049,Morris Berthold Abram,,1918-06-19 00:00:00,"March 16, 2000"
33050,Morris Ames Soper,Morris Ames Soper,1873-01-23 00:00:00,"March 11, 1963"
33052,Morris Edward Lasker,Morris Edward Lasker,1917-07-17 00:00:00,"December 25, 2009"
33053,Morris de Castro,,1902-02-05 00:00:00,"December 9, 1966"
33055,Morris Hood Jr.,,1934-06-05 00:00:00,"October 7, 1998"
33056,Morris Halle,Morris Pinkowitz,1923-07-23 00:00:00,"April 2, 2018"
33059,Morris Hood Jr.,,1934-06-05 00:00:00,"October 7, 1998"
33060,Morris Hood III,,1965-05-21 00:00:00,"May 11, 2020"
33061,Morris Sheppard,John Morris Sheppard,1875-05-28 00:00:00,"April 9, 1941"
33064,Morrison Waite,Morrison Remick Waite,1816-11-29 00:00:00,"March 23, 1888"
33068,Morton Aaron Brody,Morton Aaron Brody,1933-06-12 00:00:00,"March 25, 2000"
33070,Morton Craig Hunter,,1825-02-05 00:00:00,"October 25, 1896"
33071,Morton D. Hull,,1867-01-13 00:00:00,"August 20, 1937"
33073,Mortimer Robinson Proctor,,1889-05-30 00:00:00,"April 28, 1968"
33074,Morton G. Goode,Morton Graham Goode,1886-06-29 00:00:00,"December 12, 1959"
33076,Morton Downey Jr.,Sean Morton Downey,1932-12-09 00:00:00,"March 12, 2001"
33077,Morton Everel Post,,1840-12-25 00:00:00,"March 19, 1933"
33078,Morton Smith Wilkinson,,1819-01-22 00:00:00,"February 4, 1894"
33079,Morton Matthew McCarver,,"January 14, 1807","April 17, 1875"
33080,Morton P. Fisher,,1897,"February 11, 1965"
33082,Morton Ira Greenberg,,1933-03-20 00:00:00,"January 28, 2021"
33083,The Lord Aberdare,Morys George Lyndhurst Bruce,1919-06-16 00:00:00,23 January 2005
33084,Moses Brown,,1738-09-23 00:00:00,"September 6, 1836"
33085,Mosby Perrow Jr.,,1909-03-05 00:00:00,"May 31, 1973"
33086,Moses Edwin Clapp,,1851-05-21 00:00:00,"March 6, 1929"
33088,Moses Gabb,,1882-11-21 00:00:00,6 March 1951
33089,Moses K. Armstrong,,1832-09-19 00:00:00,"January 11, 1906"
33090,Moses H. Grinnell,,1803-03-03 00:00:00,"November 24, 1877"
33091,Moses Hazen,,"June 1, 1733","February 5, 1803"
33092,Moses Hallett,Moses Hallett,1834-07-16 00:00:00,"April 25, 1913"
33093,Moses Norris Jr.,,1799-11-08 00:00:00,"January 11, 1855"
33094,Moses Osbourne Morgan,,1917-08-28 00:00:00,"April 24, 1995"
33095,Moses M. Strong,Moses McCure Strong,1810-05-20 00:00:00,"July 20, 1894"
33096,Moses Robinson,,1741-03-22 00:00:00,"May 26, 1813"
33097,Moses S. Gibson,,1816,"December 6, 1904"
33098,Moses Yale Beach,,1800-01-07 00:00:00,"July 18, 1868"
33099,Moses Walton,,1775-04-02 00:00:00,", US"
33100,Moses Wisner,,"June 3, 1815","January 5, 1863 (aged 47)"
33103,Moses T. Stevens,,1825-10-10 00:00:00,"March 25, 1907"
33106,Moudud Ahmed,,1940-05-24 00:00:00,16 March 2021
33107,Mounce Gore Butler,,"May 11, 1849","February 13, 1917"
33111,Mounce Gore Butler,,"May 11, 1849","February 13, 1917"
33113,Mount Etna Morris,,1900-09-01 00:00:00,"July 8, 1988"
33114,Mary Augusta Ward,,1851-06-11 00:00:00,24 March 1920
33115,Mozammel Hossain Lalu,,1941-1942, (aged 72)
33116,Mrs Patrick Campbell,Beatrice Rose Stella Tanner,9 February 1865,9 April 1940 (age 75)
33117,Moyna Macgill,Charlotte Lillian McIldowie,1895-12-10 00:00:00,25 November 1975
33118,Moussa Traoré,,1936-09-25 00:00:00,15 September 2020
33121,Muhammad Aslam Khan Khattak,,5 April 1908,"October 10, 2008"
33126,Muhammad Ibrahim Kamel,,6 January 1927,22 November 2001
33128,Habibur Rahman,মুহাম্মদ হাবিবুর রহমান,1928-12-03 00:00:00,11 January 2014
33129,Muhammad Mansur Ali,মোঃ মনসুর আলী,16 January 1917,"November 3, 1975 (Aged 58)"
33131,Mohammad Khan Junejo,محمد خان جونیجو,1932-08-18 00:00:00,18 March 1993
33138,Muna Lee,,1895-01-29 00:00:00,"April 3, 1965"
33143,Murdock A. Campbell,,"January 16, 1889","August 29, 1972"
33144,Muriel Ashley,,1881,24 June 1954
33147,Muriel Humphrey Brown,Muriel Fay Buck,1912-02-20 00:00:00,", "
33148,Muriel Humphrey Brown,Muriel Fay Buck,1912-02-20 00:00:00,", "
33149,Sir Murray Bourchier,,1881-04-04 00:00:00,16 December 1937
33150,Murray George Ross,,1910-04-12 00:00:00,"July 20, 2000"
33151,Muriel Vanderbilt,,1900-11-23 00:00:00,"February 3, 1972"
33152,Murray Dorin,,"May 21, 1954","April 11, 2020"
33155,The Earl of Winchilsea,Murray Edward Gordon Finch-Hatton,1851-03-28 00:00:00,7 September 1898
33156,,,1925-12-09 00:00:00,17 May 2018
33157,Murray Gurfein,Murray Irwin Gurfein,1907-11-17 00:00:00,New York City
33160,Murray Merle Schwartz,Murray Merle Schwartz,1931-03-23 00:00:00,"January 11, 2013"
33161,Murray Robson,,1906-03-07 00:00:00,26 August 1974
33163,Murray Van Wagoner,,"March 18, 1898","June 12, 1986 (aged 88)"
33164,Sir Murray Tyrrell,Murray Louis Tyrrell,1913-12-01 00:00:00,13 July 1994
33165,Murray Merle Schwartz,Murray Merle Schwartz,1931-03-23 00:00:00,"January 11, 2013"
33166,Murray Weidenbaum,,1927-02-10 00:00:00,"March 20, 2014"
33167,Murtala Muhammed,,1938-11-08 00:00:00,13 February 1976
33173,Murtala Muhammed,,1938-11-08 00:00:00,13 February 1976
33174,Muscoe Russell Hunter Garnett,,1821-07-25 00:00:00,"February 14, 1864"
33175,Mustafa Kamal,মোস্তফা কামাল,9 May 1933,5 January 2015
33178,Mustafa Khalil,,"November 18, 1920","June 7, 2008"
33179,Myles Brand,,"May 17, 1942","September 16, 2009"
33180,Myles Frechette,,1936-04-25 00:00:00,1 July 2017
33181,Myers Y. Cooper,,1873-11-25 00:00:00,"December 6, 1958"
33182,The Lord Galpern,,1903-01-01 00:00:00,23 September 1993
33183,Myndert Schuyler,,1672-01-16 00:00:00,"October 18, 1755"
33185,Myrl Shoemaker,,1913-04-14 00:00:00,"July 30, 1985"
33186,Myra Clark Gaines,,1804-06-30 00:00:00,"January 9, 1885"
33188,Myrna Loy,Myrna Adele Williams,1905-08-02 00:00:00,"December 14, 1993"
33189,Myron E. Leavitt,,1930-10-27 00:00:00,"January 9, 2004"
33190,Myrna Williams,Myrna Torme,1929-08-26 00:00:00,"December 27, 2021"
33191,Myron Donovan Crocker,Myron Donovan Crocker,1915-09-04 00:00:00,"February 2, 2010"
33194,Myron H. Mccord,,1840-11-26 00:00:00,"April 27, 1908"
33195,Myron H. Bright,Myron Howard Bright,1919-03-05 00:00:00,"December 12, 2016"
33196,Myron Holley Clark,,1806-10-23 00:00:00,"August 23, 1892"
33197,Myron L. Gordon,Myron L. Gordon,1918-02-11 00:00:00,"November 3, 2009"
33198,Myron P. Lotto,,1925-04-07 00:00:00,"October 31, 2017"
33200,Myron T. Herrick,Myron Timothy Herrick,1854-10-09 00:00:00,"March 31, 1929"
33201,Myron Selznick,,1898-10-05 00:00:00,"March 23, 1944"
33203,Néstor Montoya,,1862-04-14 00:00:00,"January 13, 1923"
33205,N. Bowditch Blunt,,"June 19, 1804","July 7, 1854"
33209,The Marchioness of Milford Haven,,1896-03-28 00:00:00,22 January 1963
33210,Nadezhda Krupskaya,Надежда Крупская,26 February [,27 February 1939
33212,Nadia Benois,Nadezhda Leontievna Benois,1896-04-27 00:00:00,8 December 1975
33217,Nahum Mitchell,,1769-02-12 00:00:00,"August 1, 1853"
33219,Nadine Winter,Nadine Kinnion Poole,1924-03-03 00:00:00,"August 26, 2011"
33224,Nahum Goldmann,,1895-07-10 00:00:00,"August 29, 1982"
33227,Nan Britton,Nanna Popham Britton,1896-11-09 00:00:00,"March 21, 1991"
33230,Nan Kempner,Nan Field Schlesinger,"July 24, 1930","July 3, 2005 (age 74)"
33235,Nan Wood Honeyman,,1881-07-15 00:00:00,"December 10, 1970"
33239,Nani Palkhivala,,1920-01-16 00:00:00,11 December 2002
33248,The Viscountess Astor,Nancy Witcher Langhorne,1879-05-19 00:00:00,2 May 1964
33255,Nancy Dickerson,Nancy Conners Hanschman,1927-01-19 00:00:00,"October 18, 1997"
33260,Nancy Dow,Nancy Ellen Dow,1936-07-22 00:00:00,"May 25, 2016"
33262,Nancy Fowler McCormick,Nancy Maria Fowler,1835-02-08 00:00:00,"July 5, 1923"
33267,Nancy Lincoln,Nancy Hanks,"February 5, 1784","October 5, 1818"
33279,Nancy Lancaster,Nancy Keene Perkins,1897-09-10 00:00:00,19 August 1994
33286,Nancy Lincoln,Nancy Hanks,"February 5, 1784","October 5, 1818"
33287,Nancy Mitford,,1904-11-28 00:00:00,30 June 1973
33289,Nancy Quinn,Nancy Ellen Witbeck,1919-01-15 00:00:00,"June 27, 2014"
33293,Nancy Reagan,Anne Frances Robbins,1921-07-06 00:00:00,"March 6, 2016"
33294,Nancy Stevenson,Ferdinan Legare Backer,1928-06-08 00:00:00,"May 31, 2001"
33297,Nancy V. Rawls,,"January 24, 1926","April 13, 1985 (aged 59)"
33300,Nancy Tuckerman,Nancy Ludlow Tuckerman,1928-10-24 00:00:00,"August 1, 2018"
33301,Nancy Walker Bush Ellis,Nancy Walker Bush,"February 4, 1926","January 10, 2021"
33302,Nancy Worley,,1951-11-07 00:00:00,"December 29, 2021"
33307,Nancy Workman,,1940-12-09 00:00:00,"May 3, 2020"
33312,Nao Takasugi,,1922-04-05 00:00:00,"November 19, 2009"
33315,Napoleon Bonaparte Broward,,1857-04-19 00:00:00,"October 1, 1910"
33316,Napoleon B. Johnson,,"January 17, 1891",1974
33317,Napoleon Bonaparte Charlton,,"May 13, 1815","June 17, 1896"
33320,Napoleon B. Thistlewood,,1837-03-30 00:00:00,"September 15, 1915"
33322,Narcisse Pérodeau,,1851-03-26 00:00:00,"November 18, 1932"
33324,Naseerullah Khan Babar,,1928,10 January 2011
33335,Lady Malcolm Douglas-Hamilton,Natalie Scarritt Wales,"August 6, 1909","January 14, 2013"
33337,Natalie Wood,Natalie Zacharenko,1938-07-20 00:00:00,"November 29, 1981"
33352,Nathan Appleton,,1779-10-06 00:00:00,"July 14, 1861"
33353,Nathan A. Farwell,Nathan Allen Farwell,1812-02-24 00:00:00,"December 9, 1893"
33354,Nathan A. Tufts,,"April 15, 1879","November 8, 1952 (aged 73)"
33355,Nathan Belcher,,1813-06-23 00:00:00,"June 2, 1891"
33356,Nathan Clifford,,1803-08-18 00:00:00,"July 25, 1881"
33358,Nathan B. Scott,Nathan Bay Scott,1842-12-18 00:00:00,"January 2, 1924"
33360,Nathan Dean,,1934-05-09 00:00:00,"June 8, 2013"
33361,Nathan Coombs,,1826,"December 26, 1877"
33362,Nathan Cutler,,1775-05-29 00:00:00,"June 8, 1861"
33363,Nathan Fellows Dixon,,1774-12-13 00:00:00,"January 29, 1842"
33364,Nathan F. Dixon II,,1812-05-01 00:00:00,"April 11, 1881"
33365,Nathan Fellows Dixon,,1774-12-13 00:00:00,"January 29, 1842"
33366,Nathan Edward Kendall,,1868-03-17 00:00:00,"November 5, 1936"
33368,Nathan Fellows Dixon III,,1847-08-28 00:00:00,"November 8, 1897"
33369,Nathan Goff Jr.,,1843-02-09 00:00:00,"April 24, 1920"
33372,Nathan Goodell,,"August 8, 1798","June 2, 1883"
33373,Nathan Goff Jr.,,1843-02-09 00:00:00,"April 24, 1920"
33376,Nathan Gold,,1663-12-08 00:00:00,"October 3, 1723"
33377,Nathan K. Hall,Nathan Kelsey Hall,1810-03-28 00:00:00,"March 2, 1874"
33378,Nathan Hale,,"June 6, 1755","September 22, 1776"
33380,Nathan Goff Jr.,,1843-02-09 00:00:00,"April 24, 1920"
33381,Nathan Heffernan,Nathan Stewart Heffernan,1920-08-06 00:00:00,"April 13, 2007"
33382,Nathan L. Bachman,,1878-08-02 00:00:00,"April 23, 1937"
33383,Nathan L. Miller,Nathan Lewis Miller,1868-10-10 00:00:00,"June 26, 1953"
33384,Nathan Pusey,Nathan Marsh Pusey,1907-04-04 00:00:00,"November 14, 2001"
33385,Nathan Pusey,Nathan Marsh Pusey,1907-04-04 00:00:00,"November 14, 2001"
33386,Nathan Matthews Jr.,,"March 28, 1854","December 11, 1927"
33388,Nathan Mayer Rothschild,,1777-09-16 00:00:00,28 July 1836
33389,Nathan Oakes Murphy,,1849-10-14 00:00:00,"August 22, 1908"
33390,Nathan Philemon Bryan,Nathan Philemon Bryan,1872-04-23 00:00:00,"August 8, 1935"
33391,Nathan P. Payne,Nathan Perry Payne,1837-08-13 00:00:00,"May 12, 1885"
33392,Nathan Anang Quao,,1915-11-21 00:00:00,15 February 2005
33394,Nathan Philemon Bryan,Nathan Philemon Bryan,1872-04-23 00:00:00,"August 8, 1935"
33396,Nathan Sanford,,1777-11-05 00:00:00,"October 17, 1838"
33397,Nathan Smith Davis Jr.,,1858-09-05 00:00:00,"December 22, 1920"
33398,Nathan Smith,,1770-01-08 00:00:00,"December 6, 1835"
33400,Nathanael G. Pendleton,Nathanael Greene Pendleton,1793-08-25 00:00:00,"June 16, 1861"
33401,Nathaniel Briggs Borden,,1801-04-15 00:00:00,"April 10, 1865"
33403,Nathan Webb,Nathan Webb,1825-05-07 00:00:00,"November 8, 1902"
33404,Nathaniel Alexander,,1756-03-05 00:00:00,"March 7, 1808"
33405,Nathanael G. Pendleton,Nathanael Greene Pendleton,1793-08-25 00:00:00,"June 16, 1861"
33406,Nathaniel B. Early,Nathaniel Bezaleel Early,1866-07-30 00:00:00,"August 15, 1947"
33407,Nathaniel Barksdale Dial,,1862-04-24 00:00:00,"December 11, 1940"
33408,Nathanael Greene,,August 7 [,"June 19, 1786"
33409,Nathaniel B. Smithers,,1818-10-08 00:00:00,"January 16, 1896"
33410,Nathaniel Bennett,,1818-06-27 00:00:00,"April 20, 1886"
33411,Nathaniel Boileau,,1763,"March 16, 1850"
33412,Nathaniel Chipman,Nathaniel Chipman,1752-11-15 00:00:00,"February 13, 1843"
33413,Nathaniel Elwick,,1675,1750
33414,Nathaniel Davis,,1925-04-12 00:00:00,"May 16, 2011"
33415,Nathaniel Claiborne,Nathaniel Herbert Claiborne,"November 14, 1777","August 15, 1859"
33417,Nathaniel Clark Reed,,1810,"December 28, 1853"
33418,Nathaniel Edwin Harris,,1846-01-21 00:00:00,"September 21, 1929"
33419,Nathaniel Edwin Harris,,1846-01-21 00:00:00,"September 21, 1929"
33420,Nathaniel Ewing,Nathaniel Ewing,1848-06-17 00:00:00,"March 28, 1914"
33421,Nathaniel Freeman Jr.,,1766-05-01 00:00:00,"August 22, 1800"
33422,Nathaniel Fillmore,Nathaniel Fillmore Jr.,1771-04-19 00:00:00,"March 28, 1863"
33423,Nathaniel Gorham,,1738-05-27 00:00:00,"June 11, 1796"
33424,Nathaniel Green Taylor,,1819-12-29 00:00:00,"April 1, 1887"
33425,Nathaniel G. S. Hart,,circa 1784,"January 23, 1813 (aged 29)"
33426,Nathaniel Hazard,,1776,"December 17, 1820"
33427,Nathaniel Haies,,1634,"before March 12, 1706"
33428,Nathaniel Green Taylor,,1819-12-29 00:00:00,"April 1, 1887"
33430,Nathaniel Head,,"May 20, 1828","November 12, 1883 (aged 55)"
33431,Nathaniel Higginson,,1652-10-11 00:00:00,31 October 1708
33432,Nathaniel Lawrence,,1761-07-11 00:00:00,"July 15, 1797"
33433,Nathaniel Littlefield,,1804-09-20 00:00:00,"August 15, 1882"
33434,Nathaniel Mitchell,,1753, (aged 60–61)
33435,Nathaniel Niles,,1741-04-03 00:00:00,"October 31, 1828"
33437,Nathaniel Neiman Craley Jr.,,1927-11-17 00:00:00,"June 18, 2006"
33438,Nathaniel Macon,,1757-12-17 00:00:00,"June 29, 1837"
33439,Nathaniel Platt Bailey,,1809-06-07 00:00:00,"October 12, 1891"
33440,Nathaniel Peter Hill,,1832-02-18 00:00:00,"May 22, 1900"
33441,Nathaniel Pitcher,,1777-11-30 00:00:00,"May 25, 1836"
33442,Nathaniel Parrish Conrey,,1860-06-30 00:00:00,"November 2, 1936"
33443,Nathaniel P. Tallmadge,Nathaniel Potter Tallmadge,1795-02-08 00:00:00,"November 2, 1864"
33444,Nathaniel Pope,,1784-01-05 00:00:00,"January 23, 1850"
33445,Nathaniel R. Jones,Nathaniel Raphael Jones,1926-05-12 00:00:00,"January 26, 2020"
33446,Nathaniel Reed,Nathaniel Pryor Reed,"July 22, 1933","July 11, 2018"
33447,Nathaniel P. Banks,Nathaniel Prentice Banks,1816-01-30 00:00:00,"September 1, 1894"
33448,Nathaniel Rice,,1684,1753
33449,Nathaniel Richards,,1604,1681
33450,Nathaniel Scudder,,1733-05-10 00:00:00,"October 17, 1781"
33451,Nathaniel Ruggles,,1761-11-11 00:00:00,"December 19, 1819"
33452,Nathaniel Silsbee Jr.,,"December 28, 1804","July 9, 1881"
33453,Nathaniel Rochester,,"February 21, 1752","May 17, 1831"
33454,Nathaniel Silsbee,,1773-01-14 00:00:00,"July 14, 1850"
33455,Nathaniel Upham,,1774-06-09 00:00:00,"July 10, 1829"
33456,Nathaniel Silsbee Jr.,,"December 28, 1804","July 9, 1881"
33457,Nathaniel Smith,,1762-01-06 00:00:00,"March 9, 1822"
33458,Nathaniel Wright,,"February 13, 1785","November 5, 1858"
33459,Nathaniel W. Dean,,1817-09-17 00:00:00,"February 28, 1880"
33460,Nathaniel de Rothschild,,1812-07-02 00:00:00,19 February 1870
33482,Ndubuisi Kanu,,3 November 1943,13 January 2021
33483,Neal Dow,,1804-03-20 00:00:00,"October 2, 1897"
33484,Neal Edward Smith,,1920-03-23 00:00:00,"November 2, 2021"
33487,Neal Nitz,,1954-03-23 00:00:00,"April 13, 2015"
33490,Neal Macrossan,Neal Macrossan,1889-04-27 00:00:00,30 December 1955
33497,Ned Hanlon,Edward Michael Hanlon,1887-10-01 00:00:00,15 January 1952
33499,Ned Breathitt,Edward Thompson Breathitt Jr.,"November 26, 1924","October 14, 2003"
33502,Ned Ray McWherter,,1930-10-15 00:00:00,"April 4, 2011"
33504,Ned R. Healy,,1905-08-09 00:00:00,"September 10, 1977"
33507,Nehemiah Eastman,,1782-06-16 00:00:00,"January 11, 1856"
33508,Nehemiah Day Sperry,,1827-07-10 00:00:00,"November 13, 1911"
33509,Nehemiah Knight,,1746-03-23 00:00:00,"June 13, 1808"
33510,Nehemiah Perry,,"March 30, 1816","November 1, 1881"
33511,Nehemiah Perry,,"March 30, 1816","November 1, 1881"
33512,Nehemiah Rice Knight,,1780-12-31 00:00:00,"April 18, 1854"
33519,The Lord Carmichael of Kelvingrove,Neil George Carmichael,10 October 1921,19 July 2001
33524,Neil David Levin,Neil David Levin,1954-09-16 00:00:00,"September 11, 2001"
33526,Neil McElroy,Neil Hosler McElroy,1904-10-30 00:00:00,"November 30, 1972"
33532,Neil J. Linehan,,1895-09-23 00:00:00,"August 23, 1967"
33533,Neil Primrose,,14 December 1882,15 November 1917
33540,Billy McLean,,1918-11-28 00:00:00,17 November 1986
33541,Neil MacGroarty,Neil Francis MacGroarty,1888-05-01 00:00:00,10 August 1971
33543,Sir Neil O'Sullivan,,1900-08-02 00:00:00,4 July 1968
33544,Neil Primrose,,14 December 1882,15 November 1917
33547,Neil Smelser,Neil Joseph Smelser,1930-07-22 00:00:00,"October 2, 2017"
33548,Neil Robert Smith,,1954-06-18 00:00:00,29 September 2012
33550,Neil Reagan,John Neil Reagan,1908-09-16 00:00:00,"December 11, 1996"
33552,Sir Neil Waters,Thomas Neil Morris Waters,1931-04-10 00:00:00,7 June 2018
